"","date","precip_mm","temperatura_maxima","temperatura_minima","temp_air_celcius"
"7739",2021-03-11,1.6,22,4.5,13.25
"7740",2021-03-12,1.9,13,8,10.5
"7741",2021-03-13,7.4,17,2,9.5
"7742",2021-03-14,7.5,11,9,10
"7743",2021-03-15,3.4,11,7,9
"7744",2021-03-16,2.6,13,7,10
"7745",2021-03-17,0,15,8,11.5
"7746",2021-03-18,8.3,9.5,5,7.25
"7747",2021-03-19,10.2,7.5,4,5.75
"7748",2021-03-20,0,11.5,3.5,7.5
"7749",2021-03-21,0,13,0,6.5
"7750",2021-03-22,0,13.5,4,8.75
"7751",2021-03-23,0,19,2,10.5
"7752",2021-03-24,0,20,1.5,10.75
"7753",2021-03-25,0,19,9.5,14.25
"7754",2021-03-26,0,15.5,6,10.75
"7755",2021-03-27,0,17,7,12
"7756",2021-03-28,0,24,5,14.5
"7757",2021-03-29,0,26,5,15.5
"7758",2021-03-30,0,26,11,18.5
"7759",2021-03-31,0,27.5,11,19.25
"7760",2021-04-01,0,25,10,17.5
"7761",2021-04-02,0,22.5,10,16.25
"7762",2021-04-03,0,16.5,9.5,13
"7763",2021-04-04,0,16.5,3.5,10
"7764",2021-04-05,0.2,20,2.5,11.25
"7765",2021-04-06,0.2,11,6.5,8.75
"7766",2021-04-07,0,14.5,0.5,7.5
"7767",2021-04-08,0,18,2,10
"7768",2021-04-09,0,15,12,13.5
"7769",2021-04-10,17.2,20.5,11.5,16
"7770",2021-04-11,5.3,12,11,11.5
"7771",2021-04-12,0,13,5,9
"7772",2021-04-13,0,17,2,9.5
"7773",2021-04-14,0,19,1,10
"7774",2021-04-15,0,16,0.5,8.25
"7775",2021-04-16,0,15,0,7.5
"7776",2021-04-17,0,12,1,6.5
"7777",2021-04-18,0,17,7,12
"7778",2021-04-19,0,23,1,12
"7779",2021-04-20,0,20.5,9,14.75
"7780",2021-04-21,0.5,21,5,13
"7781",2021-04-22,0,20,9,14.5
"7782",2021-04-23,0,25,8,16.5
"7783",2021-04-24,0,25,11,18
"7784",2021-04-25,0,21,13,17
"7785",2021-04-26,14.1,15,13,14
"7786",2021-04-27,1.1,13,12,12.5
"7787",2021-04-28,4.8,15,10,12.5
"7788",2021-04-29,8.1,12,10,11
"7789",2021-04-30,4.2,13,11,12
"7790",2021-05-01,1.9,13,11,12
"7791",2021-05-02,0,16,6,11
"7792",2021-05-03,0,20.5,4,12.25
"7793",2021-05-04,0,22,5,13.5
"7794",2021-05-05,1,20,8,14
"7795",2021-05-06,0,22.5,8,15.25
"7796",2021-05-07,0,24,13.5,18.75
"7797",2021-05-08,0,32,11.5,21.75
"7798",2021-05-09,14.8,23,20,21.5
"7799",2021-05-10,13.5,22,9,15.5
"7800",2021-05-11,0,16,9.5,12.75
"7801",2021-05-12,9.2,20,9.5,14.75
"7802",2021-05-13,13.6,19,8,13.5
"7803",2021-05-14,2,16,8,12
"7804",2021-05-15,1,16,9,12.5
"7805",2021-05-16,1.8,14,11,12.5
"7806",2021-05-17,0,18,9,13.5
"7807",2021-05-18,2.5,23,8,15.5
"7808",2021-05-19,0,17,9,13
"7809",2021-05-20,0,27,6,16.5
"7810",2021-05-21,1,19,6,12.5
"7811",2021-05-22,2.1,13,8,10.5
"7812",2021-05-23,0,20,7,13.5
"7813",2021-05-24,0.9,15.5,8,11.75
"7814",2021-05-25,0,16.5,10.5,13.5
"7815",2021-05-26,0,21,6,13.5
"7816",2021-05-27,0,26,9,17.5
"7817",2021-05-28,0,28.5,11,19.75
"7818",2021-05-29,0,25,15,20
"7819",2021-05-30,1,25,14,19.5
"7820",2021-05-31,1.8,32,14,23
"7821",2021-06-01,2.5,21,17,19
"7822",2021-06-02,0,27,14,20.5
"7823",2021-06-03,18.4,19,14.5,16.75
"7824",2021-06-04,27,16,13.5,14.75
"7825",2021-06-05,0,16,12,14
"7826",2021-06-06,0,23,14,18.5
"7827",2021-06-07,0,24,12,18
"7828",2021-06-08,0,28,13,20.5
"7829",2021-06-09,0,22,13,17.5
"7830",2021-06-10,0,25,15,20
"7831",2021-06-11,0,24,12,18
"7832",2021-06-12,0,28,18,23
"7833",2021-06-13,0,33,17,25
"7834",2021-06-14,0,31.5,17,24.25
"7835",2021-06-15,0.1,29,16,22.5
"7836",2021-06-16,4.2,32.1,17,24.55
"7837",2021-06-17,15.5,20.6,17.2,18.9
"7838",2021-06-18,7.4,26.3,14.8,20.55
"7839",2021-06-19,1.2,27.7,18.4,23.05
"7840",2021-06-20,1.1,25.8,16.5,21.15
"7841",2021-06-21,9,23.7,13.1,18.4
"7842",2021-06-22,9.5,20.3,13.6,16.95
"7843",2021-06-23,9.9,15.9,14,14.95
"7844",2021-06-24,0,20.2,13.8,17
"7845",2021-06-25,0,24.7,13.5,19.1
"7846",2021-06-26,0.5,30.7,14.2,22.45
"7847",2021-06-27,1.4,18.4,15.9,17.15
"7848",2021-06-28,0,23.9,10.6,17.25
"7849",2021-06-29,0,21.8,11.8,16.8
"7850",2021-06-30,0,25.1,13.1,19.1
"7851",2021-07-01,0,25.4,14.9,20.15
"7852",2021-07-02,0,34.5,16.3,25.4
"7853",2021-07-03,0.4,24.6,17.8,21.2
"7854",2021-07-04,0,26,17.3,21.65
"7855",2021-07-05,0.4,NA,16,NA
"7856",2021-07-06,4.4,NA,NA,NA
"7857",2021-07-07,1,NA,14.9,NA
"7858",2021-07-08,1.7,NA,13.7,NA
"7859",2021-07-09,1,NA,12.3,NA
"7860",2021-07-10,0,NA,13.7,NA
"7861",2021-07-11,1,NA,13.2,NA
"7862",2021-07-12,13.8,18,13.8,15.9
"7863",2021-07-13,10.1,16,13,14.5
"7864",2021-07-14,2.2,17,13.1,15.05
"7865",2021-07-15,0.1,21,14.1,17.55
"7866",2021-07-16,0,24,14.4,19.2
"7867",2021-07-17,0,27,15.7,21.35
"7868",2021-07-18,0,27,14.7,20.85
"7869",2021-07-19,0,30,15,22.5
"7870",2021-07-20,0,31,17,24
"7871",2021-07-21,0,30,20,25
"7872",2021-07-22,0,31,20,25.5
"7873",2021-07-23,0,30,20,25
"7874",2021-07-24,0,26,16,21
"7875",2021-07-25,0,25,16,20.5
"7876",2021-07-26,0.3,26,16,21
"7877",2021-07-27,0,24,13,18.5
"7878",2021-07-28,0,22,17,19.5
"7879",2021-07-29,0,28,17,22.5
"7880",2021-07-30,0.9,25,18,21.5
"7881",2021-07-31,12,19,16,17.5
"7882",2021-08-01,0,20,12.8,16.4
"7883",2021-08-02,0,25,11.8,18.4
"7884",2021-08-03,10,26,12,19
"7885",2021-08-04,1.4,23,13.6,18.3
"7886",2021-08-05,0.5,29,14.4,21.7
"7887",2021-08-06,1,22,14.8,18.4
"7888",2021-08-07,0,20,15.6,17.8
"7889",2021-08-08,0,22,13,17.5
"7890",2021-08-09,0,30.5,12.9,21.7
"7891",2021-08-10,0,28.9,15.9,22.4
"7892",2021-08-11,0,30.1,16.4,23.25
"7893",2021-08-12,0,30.1,18.7,24.4
"7894",2021-08-13,0,29,18,23.5
"7895",2021-08-14,0,32,18.3,25.15
"7896",2021-08-15,0.3,22,19.4,20.7
"7897",2021-08-16,3.2,23.6,16.5,20.05
"7898",2021-08-17,1.2,21.5,15.3,18.4
"7899",2021-08-18,0.5,20,14.2,17.1
"7900",2021-08-19,0,21.2,14.4,17.8
"7901",2021-08-20,0,34.2,15,24.6
"7902",2021-08-21,0,25.4,19.3,22.35
"7903",2021-08-22,0,24,15.3,19.65
"7904",2021-08-23,0,25.2,15.6,20.4
"7905",2021-08-24,0,26.5,13.5,20
"7906",2021-08-25,0,28.5,13.8,21.15
"7907",2021-08-26,0,30.1,14.1,22.1
"7908",2021-08-27,0,27.9,13,20.45
"7909",2021-08-28,0,25.5,12.9,19.2
"7910",2021-08-29,0,26,10.9,18.45
"7911",2021-08-30,0,24.5,11,17.75
"7912",2021-08-31,0.3,28.3,11.7,20
"7913",2021-09-01,9.5,22,14.7,18.35
"7914",2021-09-02,14,27.1,16.4,21.75
"7915",2021-09-03,0,24.7,16.3,20.5
"7916",2021-09-04,0,29.7,16.6,23.15
"7917",2021-09-05,0,34.3,17.5,25.9
"7918",2021-09-06,0,36.4,16.4,26.4
"7919",2021-09-07,0,25.6,19.4,22.5
"7920",2021-09-08,5.2,29.2,16.8,23
"7921",2021-09-09,14.1,24,17.1,20.55
"7922",2021-09-10,0,24.1,17.2,20.65
"7923",2021-09-11,0,27.4,16.3,21.85
"7924",2021-09-12,0,30.9,14.4,22.65
"7925",2021-09-13,0.6,27.6,16,21.8
"7926",2021-09-14,0.5,28.4,17.9,23.15
"7927",2021-09-15,15.8,28,15.8,21.9
"7928",2021-09-16,11.1,20.4,15.7,18.05
"7929",2021-09-17,4.3,27.3,13.7,20.5
"7930",2021-09-18,6.1,19,13.9,16.45
"7931",2021-09-19,6.9,18.4,12.2,15.3
"7932",2021-09-20,21.3,16.5,13.2,14.85
"7933",2021-09-21,1,18.7,11.3,15
"7934",2021-09-22,0,20.4,11.3,15.85
"7935",2021-09-23,0,22.4,12.2,17.3
"7936",2021-09-24,0.8,26,14,20
"7937",2021-09-25,3.2,27.8,14.5,21.15
"7938",2021-09-26,0,24.9,13.4,19.15
"7939",2021-09-27,1.2,22.5,13.4,17.95
"7940",2021-09-28,1.5,23,12.8,17.9
"7941",2021-09-29,2,18.4,13.2,15.8
"7942",2021-09-30,0,21.1,10.5,15.8
"7943",2021-10-01,0,24.2,8.3,16.25
"7944",2021-10-02,0,26.1,9.4,17.75
"7945",2021-10-03,2.4,17.4,11.1,14.25
"7946",2021-10-04,0.9,19.9,10.2,15.05
"7947",2021-10-05,9.4,16.2,8.4,12.3
"7948",2021-10-06,0,19.3,11.5,15.4
"7949",2021-10-07,0,20.9,8.8,14.85
"7950",2021-10-08,0,20.5,7.5,14
"7951",2021-10-09,0,17.5,7.6,12.55
"7952",2021-10-10,0,19.4,9.1,14.25
"7953",2021-10-11,0,20.4,9.5,14.95
"7954",2021-10-12,0,19.5,8.4,13.95
"7955",2021-10-13,0,18.1,7.6,12.85
"7956",2021-10-14,0,23.9,4.8,14.35
"7957",2021-10-15,0,22.4,8,15.2
"7958",2021-10-16,0,22.2,12.1,17.15
"7959",2021-10-17,0,22.3,10.4,16.35
"7960",2021-10-18,0,25.6,11.3,18.45
"7961",2021-10-19,0,27.9,12.3,20.1
"7962",2021-10-20,0.6,27.4,17.5,22.45
"7963",2021-10-21,2.5,18.7,13.3,16
"7964",2021-10-22,1,15.4,11.9,13.65
"7965",2021-10-23,0,18.7,8.5,13.6
"7966",2021-10-24,0,21.9,9.8,15.85
"7967",2021-10-25,1.5,20.5,4.4,12.45
"7968",2021-10-26,0,18.7,9.2,13.95
"7969",2021-10-27,0,21,8.4,14.7
"7970",2021-10-28,0.7,21.7,6.5,14.1
"7971",2021-10-29,1.1,18.4,6.8,12.6
"7972",2021-10-30,3.3,18.4,13.9,16.15
"7973",2021-10-31,10.8,22,11.3,16.65
"7974",2021-11-01,0.4,16,11.6,13.8
"7975",2021-11-02,17,19.3,7.5,13.4
"7976",2021-11-03,22.6,10.1,7.5,8.8
"7977",2021-11-04,22.2,10.5,6.8,8.65
"7978",2021-11-05,1.4,10.5,6.7,8.6
"7979",2021-11-06,0,9.9,3.5,6.7
"7980",2021-11-07,14,10.8,3.5,7.15
"7981",2021-11-08,0,14,8.4,11.2
"7982",2021-11-09,0,13,3.4,8.2
"7983",2021-11-10,0,14.6,1.3,7.95
"7984",2021-11-11,0,15.7,6.8,11.25
"7985",2021-11-12,0,12.9,6.9,9.9
"7986",2021-11-13,0.9,15,7.9,11.45
"7987",2021-11-14,14.1,12.1,10,11.05
"7988",2021-11-15,0.3,12.1,8.5,10.3
"7989",2021-11-16,0.4,12.1,8,10.05
"7990",2021-11-17,0,8.4,7.9,8.15
"7991",2021-11-18,0,14,4.6,9.3
"7992",2021-11-19,0,17.4,1.3,9.35
"7993",2021-11-20,0,16.1,1.6,8.85
"7994",2021-11-21,5.3,13.9,3.5,8.7
"7995",2021-11-22,0,10.7,4.9,7.8
"7996",2021-11-23,12.2,9.8,5.4,7.6
"7997",2021-11-24,43.5,10.1,4.9,7.5
"7998",2021-11-25,34,7.9,5,6.45
"7999",2021-11-26,27.6,7.3,4.5,5.9
"8000",2021-11-27,43.1,5.9,5.1,5.5
"8001",2021-11-28,55.1,6.4,1.2,3.8
"8002",2021-11-29,7.9,8.4,2.9,5.65
"8003",2021-11-30,0,12,7.9,9.95
"8004",2021-12-01,32,9.7,4.7,7.2
"8005",2021-12-02,22,8,5.2,6.6
"8006",2021-12-03,2.7,7.9,4.4,6.15
"8007",2021-12-04,36.3,12.5,4.7,8.6
"8008",2021-12-05,22.3,8.7,5,6.85
"8009",2021-12-06,18.6,10.6,4,7.3
"8010",2021-12-07,20.5,13.5,4.1,8.8
"8011",2021-12-08,28.2,6.6,2.9,4.75
"8012",2021-12-09,116,12.5,2.9,7.7
"8013",2021-12-10,53.7,10.4,9.3,9.85
"8014",2021-12-11,13.2,9.9,8.1,9
"8015",2021-12-12,0,13.5,8.1,10.8
"8016",2021-12-13,0,14.6,1.7,8.15
"8017",2021-12-14,0,11.6,1,6.3
"8018",2021-12-15,0,11.7,-1,5.35
"8019",2021-12-16,0,13.1,-1,6.05
"8020",2021-12-17,0,13.9,-0.9,6.5
"8021",2021-12-18,0,13.2,-0.9,6.15
"8022",2021-12-19,0,13.2,-0.4,6.4
"8023",2021-12-20,0,13.2,-0.6,6.3
"8024",2021-12-21,0,14.2,-0.8,6.7
"8025",2021-12-22,0,17.9,1.1,9.5
"8026",2021-12-23,0,16.1,10.8,13.45
"8027",2021-12-24,0,16.3,10.1,13.2
"8028",2021-12-25,0,15.1,8.8,11.95
"8029",2021-12-26,20,13.6,4.6,9.1
"8030",2021-12-27,5.5,16.4,5.8,11.1
"8031",2021-12-28,0,18.7,11.3,15
"8032",2021-12-29,0,18,6.8,12.4
"8033",2021-12-30,0,19.4,4.9,12.15
"8034",2021-12-31,0,18.9,3.9,11.4
"8035",2022-01-01,0,19.9,3.8,11.85
"8036",2022-01-02,0,18.5,4.3,11.4
"8037",2022-01-03,0,18.1,4.6,11.35
"8038",2022-01-04,27.1,19.4,9.7,14.55
"8039",2022-01-05,4.5,8.3,5.3,6.8
"8040",2022-01-06,2.5,7.3,0,3.65
"8041",2022-01-07,13,8.9,0,4.45
"8042",2022-01-08,21.1,12.9,1.8,7.35
"8043",2022-01-09,79.6,13.2,6.1,9.65
"8044",2022-01-10,22.8,12.2,8.5,10.35
"8045",2022-01-11,0,12.7,8.4,10.55
"8046",2022-01-12,0,9.7,0.8,5.25
"8047",2022-01-13,0,12.3,-0.1,6.1
"8048",2022-01-14,0,13.2,-2.5,5.35
"8049",2022-01-15,0,12.2,-3.4,4.4
"8050",2022-01-16,0,12.5,-3.8,4.35
"8051",2022-01-17,0,11.4,-3.7,3.85
"8052",2022-01-18,0,10,-3.1,3.45
"8053",2022-01-19,1.8,8.9,3.7,6.3
"8054",2022-01-20,6.5,9.1,4.1,6.6
"8055",2022-01-21,0,6.4,0.5,3.45
"8056",2022-01-22,0,8.4,-2.4,3
"8057",2022-01-23,0,13.2,-3.5,4.85
"8058",2022-01-24,0,11.3,-2.7,4.3
"8059",2022-01-25,0,16.4,-2.7,6.85
"8060",2022-01-26,0,15.8,-2.6,6.6
"8061",2022-01-27,0,13.9,-2.8,5.55
"8062",2022-01-28,0,10.9,1.8,6.35
"8063",2022-01-29,0,11.4,-0.6,5.4
"8064",2022-01-30,1.1,10.3,-0.1,5.1
"8065",2022-01-31,10,9.4,2,5.7
"8066",2022-02-01,0.7,10,3.8,6.9
"8067",2022-02-02,0,15.2,5.8,10.5
"8068",2022-02-03,0,16.8,-0.3,8.25
"8069",2022-02-04,5.6,9.2,0.7,4.95
"8070",2022-02-05,0,10.9,6,8.45
"8071",2022-02-06,0.9,11.1,-0.5,5.3
"8072",2022-02-07,0,11.2,5,8.1
"8073",2022-02-08,0,19.6,4.8,12.2
"8074",2022-02-09,0,19.7,3,11.35
"8075",2022-02-10,0.1,20.1,1.2,10.65
"8076",2022-02-11,0,10.1,4.3,7.2
"8077",2022-02-12,0,17.5,2.9,10.2
"8078",2022-02-13,3.2,18,5.2,11.6
"8079",2022-02-14,15.9,11.4,4.5,7.95
"8080",2022-02-15,0.3,13.9,4.5,9.2
"8081",2022-02-16,4,14.9,5.6,10.25
"8082",2022-02-17,0,15.3,9.9,12.6
"8083",2022-02-18,1.5,20,4.3,12.15
"8084",2022-02-19,3.1,12.6,6.8,9.7
"8085",2022-02-20,1.1,11.5,1.8,6.65
"8086",2022-02-21,1.1,13.5,4.3,8.9
"8087",2022-02-22,0,18.4,1.7,10.05
"8088",2022-02-23,0,20.4,0.7,10.55
"8089",2022-02-24,1.4,11.9,1.5,6.7
"8090",2022-02-25,0,12.1,2.7,7.4
"8091",2022-02-26,0,18.1,-1.3,8.4
"8092",2022-02-27,0,16,10,13
"8093",2022-02-28,0,21.5,1.6,11.55
"8094",2022-03-01,0.1,22,-0.7,10.65
"8095",2022-03-02,6,15,7,11
"8096",2022-03-03,17,13.6,5,9.3
"8097",2022-03-04,12,11.5,7,9.25
"8098",2022-03-05,1.3,10.7,5.1,7.9
"8099",2022-03-06,0,12.4,4.4,8.4
"8100",2022-03-07,1.7,14.4,2.6,8.5
"8101",2022-03-08,0.8,14,7.6,10.8
"8102",2022-03-09,0.9,16.2,0.9,8.55
"8103",2022-03-10,0.2,17.7,8,12.85
"8104",2022-03-11,28.2,16.9,11.9,14.4
"8105",2022-03-12,7.5,17.8,4.6,11.2
"8106",2022-03-13,0,16.9,5.1,11
"8107",2022-03-14,2.7,14.5,4.6,9.55
"8108",2022-03-15,0,21.7,6.5,14.1
"8109",2022-03-16,16.4,17.1,13.6,15.35
"8110",2022-03-17,7.8,10.8,9.8,10.3
"8111",2022-03-18,0,10.4,7.6,9
"8112",2022-03-19,0,19.2,5.3,12.25
"8113",2022-03-20,0,18.1,8.6,13.35
"8114",2022-03-21,0,18,10.9,14.45
"8115",2022-03-22,0,15.3,10.9,13.1
"8116",2022-03-23,0,18.2,5.9,12.05
"8117",2022-03-24,0.9,19,4.3,11.65
"8118",2022-03-25,0,20.2,8.3,14.25
"8119",2022-03-26,0,20.8,5.7,13.25
"8120",2022-03-27,0,20.5,6,13.25
"8121",2022-03-28,0,20.5,9.8,15.15
"8122",2022-03-29,1.1,18.4,9.6,14
"8123",2022-03-30,15.6,12.2,9.5,10.85
"8124",2022-03-31,25.3,11.1,7.4,9.25
"8125",2022-04-01,26.7,6.3,2,4.15
"8126",2022-04-02,4.4,10.6,4,7.3
"8127",2022-04-03,0,9.2,0.8,5
"8128",2022-04-04,0,10.9,-2,4.45
"8129",2022-04-05,0,15.4,-2,6.7
"8130",2022-04-06,0,14.1,2.6,8.35
"8131",2022-04-07,0,20.6,3.1,11.85
"8132",2022-04-08,6.3,19.2,6.3,12.75
"8133",2022-04-09,1.8,15.6,7.5,11.55
"8134",2022-04-10,0,24.1,1.2,12.65
"8135",2022-04-11,3.8,27.2,12.6,19.9
"8136",2022-04-12,0,21.6,11.7,16.65
"8137",2022-04-13,0.6,18.9,7.6,13.25
"8138",2022-04-14,0.1,18.3,9.8,14.05
"8139",2022-04-15,0,21.7,10.4,16.05
"8140",2022-04-16,0,22.7,11,16.85
"8141",2022-04-17,0,22.4,6.1,14.25
"8142",2022-04-18,8.8,14.8,6.8,10.8
"8143",2022-04-19,25,11,9.4,10.2
"8144",2022-04-20,47.9,10.3,7.6,8.95
"8145",2022-04-21,3.1,10.2,7.6,8.9
"8146",2022-04-22,0,18.4,5.9,12.15
"8147",2022-04-23,15.2,15.3,6.9,11.1
"8148",2022-04-24,4,14.9,8.9,11.9
"8149",2022-04-25,0,21.7,5.8,13.75
"8150",2022-04-26,0,26.4,7,16.7
"8151",2022-04-27,5.2,18.7,11,14.85
"8152",2022-04-28,2.6,14.7,12.3,13.5
"8153",2022-04-29,0,16.6,11.6,14.1
"8154",2022-04-30,0,19.9,12.1,16
"8155",2022-05-01,0,21.3,9.6,15.45
"8156",2022-05-02,1,13.9,10.1,12
"8157",2022-05-03,0,17.4,10.4,13.9
"8158",2022-05-04,0,16.9,10.8,13.85
"8159",2022-05-05,0,19.9,8.8,14.35
"8160",2022-05-06,0,19,8.8,13.9
"8161",2022-05-07,0,22.5,9.9,16.2
"8162",2022-05-08,0,23.4,9,16.2
"8163",2022-05-09,0,28.2,7.7,17.95
"8164",2022-05-10,0,31.2,8.9,20.05
"8165",2022-05-11,1,31.5,10.1,20.8
"8166",2022-05-12,0.1,26.3,13.4,19.85
"8167",2022-05-13,0,27.1,14.1,20.6
"8168",2022-05-14,0,31.8,13.9,22.85
"8169",2022-05-15,0,31.5,15.9,23.7
"8170",2022-05-16,0,30.8,12.2,21.5
"8171",2022-05-17,0,31.8,12.8,22.3
"8172",2022-05-18,2.7,34.9,13,23.95
"8173",2022-05-19,0,28.8,16.4,22.6
"8174",2022-05-20,0,27,19,23
"8175",2022-05-21,0,35.4,15.6,25.5
"8176",2022-05-22,0,33.8,15.4,24.6
"8177",2022-05-23,0.9,22.6,16.4,19.5
"8178",2022-05-24,5.4,15.9,11.9,13.9
"8179",2022-05-25,1.8,17.6,10.9,14.25
"8180",2022-05-26,0,22,8.1,15.05
"8181",2022-05-27,0,22.9,14.3,18.6
"8182",2022-05-28,0,25.5,13,19.25
"8183",2022-05-29,0.3,25.7,10.4,18.05
"8184",2022-05-30,0,25.5,10.7,18.1
"8185",2022-05-31,0,28.5,9.8,19.15
"8186",2022-06-01,0,34,11.9,22.95
"8187",2022-06-02,10.3,29.4,13.3,21.35
"8188",2022-06-03,0,24.4,17.8,21.1
"8189",2022-06-04,0,23.4,16.8,20.1
"8190",2022-06-05,0,25.4,16.1,20.75
"8191",2022-06-06,0,28.9,13.7,21.3
"8192",2022-06-07,0,25.5,14.4,19.95
"8193",2022-06-08,1.3,21.2,14.1,17.65
"8194",2022-06-09,0,24.5,14.7,19.6
"8195",2022-06-10,0,29.9,10.9,20.4
"8196",2022-06-11,0,27.5,16.3,21.9
"8197",2022-06-12,1.8,29.3,17.4,23.35
"8198",2022-06-13,0,27.5,17,22.25
"8199",2022-06-14,0,33.5,17.5,25.5
"8200",2022-06-15,0,34.4,17.3,25.85
"8201",2022-06-16,0,36.2,21.3,28.75
"8202",2022-06-17,0,39.9,20.6,30.25
"8203",2022-06-18,0,41.6,18.9,30.25
"8204",2022-06-19,0.2,33.9,17.8,25.85
"8205",2022-06-20,0,25.4,17,21.2
"8206",2022-06-21,2.5,24.9,17.6,21.25
"8207",2022-06-22,12,24.8,16.5,20.65
"8208",2022-06-23,7,25.4,15.5,20.45
"8209",2022-06-24,0,27.2,14.6,20.9
"8210",2022-06-25,7.2,19.2,14.2,16.7
"8211",2022-06-26,1.4,17.6,12.7,15.15
"8212",2022-06-27,2.2,16.2,13,14.6
"8213",2022-06-28,0,26.9,13.6,20.25
"8214",2022-06-29,1,22.7,14.1,18.4
"8215",2022-06-30,0.9,16.8,13.7,15.25
"8216",2022-07-01,0,25.1,10.2,17.65
"8217",2022-07-02,0,31.4,11.2,21.3
"8218",2022-07-03,1.6,25.3,15.3,20.3
"8219",2022-07-04,0,20.5,15.9,18.2
"8220",2022-07-05,0,23.5,16.5,20
"8221",2022-07-06,3.7,24.3,15.7,20
"8222",2022-07-07,0,26.6,13.7,20.15
"8223",2022-07-08,0,26.9,14.4,20.65
"8224",2022-07-09,0,29.9,13.4,21.65
"8225",2022-07-10,0,32.8,13,22.9
"8226",2022-07-11,0,35.4,14.1,24.75
"8227",2022-07-12,0,35.6,14.1,24.85
"8228",2022-07-13,0,36.5,15.5,26
"8229",2022-07-14,0,36.6,14.8,25.7
"8230",2022-07-15,0,34.1,14.5,24.3
"8231",2022-07-16,0,38.7,16.9,27.8
"8232",2022-07-17,0,40.1,16.3,28.2
"8233",2022-07-18,0,42.4,16.3,29.35
"8234",2022-07-19,0,31.4,18.1,24.75
"8235",2022-07-20,0,25.2,18.1,21.65
"8236",2022-07-21,0,33.3,18,25.65
"8237",2022-07-22,0,22.9,19.4,21.15
"8238",2022-07-23,0,28.8,15.4,22.1
"8239",2022-07-24,0,40.7,15.4,28.05
"8240",2022-07-25,0,27.9,16.8,22.35
"8241",2022-07-26,0,26.3,17.9,22.1
"8242",2022-07-27,0,27.3,12.9,20.1
"8243",2022-07-28,0,27.6,13.9,20.75
"8244",2022-07-29,0,24.4,15.2,19.8
"8245",2022-07-30,0,28.5,16.9,22.7
"8246",2022-07-31,0,29,17.1,23.05
"8247",2022-08-01,0,31,17.9,24.45
"8248",2022-08-02,0,36.8,16.4,26.6
"8249",2022-08-03,0.4,34.7,16.4,25.55
"8250",2022-08-04,0.6,28.5,22,25.25
"8251",2022-08-05,6.4,23.7,20,21.85
"8252",2022-08-06,0,30.4,17.9,24.15
"8253",2022-08-07,0,32.1,15.2,23.65
"8254",2022-08-08,0,33.5,13.8,23.65
"8255",2022-08-09,0,34.6,14.1,24.35
"8256",2022-08-10,0,38.6,17,27.8
"8257",2022-08-11,0,39.9,17.2,28.55
"8258",2022-08-12,0,37,18.9,27.95
"8259",2022-08-13,0.6,32.9,19,25.95
"8260",2022-08-14,0,26.8,20.3,23.55
"8261",2022-08-15,0,28.5,15.3,21.9
"8262",2022-08-16,0,27.9,15.9,21.9
"8263",2022-08-17,87.2,23.8,12,17.9
"8264",2022-08-18,26.3,18.7,14,16.35
"8265",2022-08-19,0,25.5,15,20.25
"8266",2022-08-20,0,30.9,15,22.95
"8267",2022-08-21,0,27,16.1,21.55
"8268",2022-08-22,2.1,22.5,16.4,19.45
"8269",2022-08-23,0,28.2,20,24.1
"8270",2022-08-24,0,34.9,18,26.45
"8271",2022-08-25,2.7,24.7,20,22.35
"8272",2022-08-26,0,24.3,18.8,21.55
"8273",2022-08-27,0,28,17.1,22.55
"8274",2022-08-28,0,35.2,17,26.1
"8275",2022-08-29,0,33,17.9,25.45
"8276",2022-08-30,1.7,33,15.4,24.2
"8277",2022-08-31,0,22.9,20,21.45
"8278",2022-09-01,0,28.2,18.8,23.5
"8279",2022-09-02,0,25.3,18.9,22.1
"8280",2022-09-03,0,24.5,15.9,20.2
"8281",2022-09-04,0,32.9,15.5,24.2
"8282",2022-09-05,0,34.1,13.6,23.85
"8283",2022-09-06,0,32.1,13,22.55
"8284",2022-09-07,0,26.8,13,19.9
"8285",2022-09-08,1,27.5,12.8,20.15
"8286",2022-09-09,0,24.9,13.7,19.3
"8287",2022-09-10,0,30.1,11.4,20.75
"8288",2022-09-11,0,36.5,11,23.75
"8289",2022-09-12,1,32,11.5,21.75
"8290",2022-09-13,0,29.9,19,24.45
"8291",2022-09-14,0,31.2,19.3,25.25
"8292",2022-09-15,5.5,27.5,16.3,21.9
"8293",2022-09-16,0,23.6,16.1,19.85
"8294",2022-09-17,0,22.3,12.4,17.35
"8295",2022-09-18,0,26,8.7,17.35
"8296",2022-09-19,0,26.4,7.7,17.05
"8297",2022-09-20,0,24.2,6.5,15.35
"8298",2022-09-21,0,23.8,6.6,15.2
"8299",2022-09-22,0,25.6,7.5,16.55
"8300",2022-09-23,4.9,21.8,12.7,17.25
"8301",2022-09-24,7.8,17,12.7,14.85
"8302",2022-09-25,0.2,18.4,11.3,14.85
"8303",2022-09-26,4.1,19.2,10.3,14.75
"8304",2022-09-27,16.4,16.5,13.3,14.9
"8305",2022-09-28,18.6,17,14.4,15.7
"8306",2022-09-29,29.5,15.2,12.6,13.9
"8307",2022-09-30,2.2,18.9,10.6,14.75
"8308",2022-10-01,0,23.5,10.2,16.85
"8309",2022-10-02,0,24.3,13.1,18.7
"8310",2022-10-03,0,26.6,13,19.8
